PID,Year,DOI,Keywords,Numbers
1474798,2020,10.1109/ETFA46521.2020.9211980,Public Safety;Search and Rescue;Control System;User  Interface,"['276', '296', '6850', '276', '872902', '276', '281', '11106', '276', '872902', '276', '281', '11106', '276', '872902', '276', '281', '11105', '276', '872902']"
1462157,2020,10.1111/cgf.14086,rendering; global illumination; real-time rendering,"['276', '296', '6850', '276', '872902']"
1370183,2020,10.1007/s10643-019-00976-y,Programming;Digital tablets;Swedish preschool;Technology education;Science education;iPads,"['276', '308', '276', '1810', '276', '296', '6850', '276', '872902', '276', '308', '276', '1810']"
1360056,2020,10.1109/TVCG.2019.2920639,Data visualization; Visualization; Pipelines; Debugging; Interoperability; Documentation; Games; Visualization systems; data visualization; visual analytics; data analysis; computer graphics; image processing,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1468793,2020,10.1007/s11423-020-09822-0,Interactive learning environments;Interactivity level;Cognitive styles · Animation · Static pictures,"['276', '296', '6850', '276', '872902']"
1473557,2020,10.1038/s41597-020-00674-0,data sharing;machine learning;deep learning;AI;medical imaging,"['276', '3801', '276', '872902', '276', '286', '877301', '276', '872902', '276', '281', '878151', '276', '3801', '276', '296', '6850', '276', '872902', '276', '3801']"
1597301,2020,10.1145/3383668.3419872,Play; Tangible Conversation Tools; Participatory Design,"['276', '296', '6850', '276', '872902']"
1410859,2020,10.1109/MCG.2020.2973120,E-learning tools; Learning Technologies; Devices for learning; Learning Technologies; Artificial;augmented;and virtual realities; Multimedia Information Systems; Information Interfaces and Representation (HCI); H Information Technology and Systems; Educational simulations; Learning environments; Learning Technologies; Applications; Simulation;Modeling;and Visualization; Computing Methodologies,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1594716,2020,,Data visualization;Information and communication technology;Communication technology;Knowledge engineering,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
1448586,2020,10.1186/s41073-020-00094-z,Peer review;Open science,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1346787,2020,10.1109/TVCG.2019.2934259,Data visualization;Tools;Rendering (computer graphics);Data models;Astronomy;Space vehicles;Space missions;Astrographics;astronomy;astrophysics;system,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '3801']"
1591716,2020,10.4230/LIPIcs.SoCG.2020.17,Delaunay triangulation;parallel algorithms;biomolecules;GPU,"['276', '296', '6850', '276', '872902']"
1451712,2020,10.1016/j.comgeo.2020.101651,Delaunay triangulation; Parallel algorithms; Biomolecules; GPU,"['276', '296', '6850', '276', '872902']"
1432425,2020,10.1017/S0022377820000045,Plasma physics;instabilities;wave-particle interaction,"['276', '296', '6850', '276', '872902']"
1485167,2020,10.1109/PacificVis48177.2020.7567,Human-centered computing; Visualization; Visualization techniques; Treemaps; Human-centered computing; Visualization; Visualization design and evaluation methods,"['276', '296', '6850', '276', '872902']"
1506061,2020,10.1063/5.0021257,PIC simulation;collisionless plasma;relativistic jet,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1378746,2020,10.1111/cgf.13886,image processing; image and video processing; non-photorealistic rendering; rendering; user studies; interaction; Computing methodologies -> NPR; Image processing; center dot Human-centred computing -> Empirical studies in HCI,"['276', '296', '6850', '276', '872902']"
1438757,2020,10.23698/aida/lnco2,Pathology;Whole slide imaging;Lymph nodes;Cancer;Colon;Adenocarcinoma,"['276', '296', '6850', '276', '872902', '276', '3801', '276', '296', '6850', '276', '3801', '276', '872902']"
1554392,2020,10.2312/eurp.20201116,Human-centered computing;Geographic visualization,"['276', '875750', '276', '297', '16250', '276', '1750', '276', '276', '276', '297', '16250', '276', '1750', '276', '875750', '276', '296', '6850', '276', '872902', '276', '297', '16250', '276', '1750', '276', '875750']"
1379135,2020,10.1088/1361-6587/ab5bfb,PIC simulation;collisionless plasma;shock,"['276', '296', '6850', '276', '872902']"
1431837,2020,10.1111/cgf.13944,Light fields;compressive sensing;light field video;single sensor imaging,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1459893,2020,10.1111/cgf.14037,,"['276', '296', '6850', '276', '872902']"
1531369,2020,,,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1460367,2020,10.1007/978-3-030-50402-1_4,XAI;Digital pathology;AI;Medical imaging,"['276', '296', '6850', '276', '3801', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '3801']"
1758376,2020,,,"['276', '296', '6850', '276', '872902']"
1526486,2020,10.31219/osf.io/qu8rz,,"['276', '296', '6850', '276', '872900', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1429515,2020,10.1016/j.cag.2020.01.005,Software engineering; Visualization; Visualization community; Visualization research; Visualization software,"['276', '296', '6850', '276', '872902']"
1502227,2020,10.1145/3360311,,"['276', '296', '6850', '276', '872902']"
1460735,2020,10.4103/jpi.jpi_5_20,Annotation;digital pathology;usability;user interface design;machine learning,"['276', '296', '6850', '276', '872902', '276', '3801', '276', '883050', '883060', '276', '872900', '879942', '276', '883050', '883054', '276', '872900', '276', '3801', '879942', '276', '296', '6850', '276', '872902', '276', '3801', '276', '296', '6850', '276', '872902']"
1602799,2020,10.1145/3313831.3376657,Immersive analytics; 3D visualization; User interface; Hybrid visualization system,"['276', '296', '6850', '276', '872902']"
1478047,2020,10.1016/j.techsoc.2020.101421,Digital trust;Openness;Transparency;AI policy;Technology policy;Cultural values,"['276', '296', '6850', '276', '872902']"
1605977,2020,10.1145/3313831.3376846,CT Scan Data; Volumetric Deformation; Interactive System,"['276', '296', '6850', '276', '872902']"
1431361,2020,,digital design;interaction design;machine learning;artificial intelligence;explainable artificial intelligence,"['276', '296', '6850', '276', '3801', '276', '872902']"
1503661,2020,10.1201/9780429351631,Nanotechnology;Nanoteknik,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1392312,2020,,,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1522885,2020,10.1201/9780429351631,Nanotechnology;Nanoteknik,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1587258,2020,10.2312/mlvis.20201101,Neural networks;Human-centered computing;Visual analytics,"['276', '296', '6850', '276', '872902', '276', '3801', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '3801', '276', '296', '6850', '276', '872902']"
1554394,2020,10.2312/envirvis.20201092,,"['276', '297', '16250', '276', '1750', '276', '875750', '276', '296', '6850', '276', '872902', '276', '297', '16250', '276', '1750', '276', '875750', '276', '297', '16250', '276', '1750', '276', '875750']"
1422722,2020,10.1109/MCG.2020.2970891,Special issues and sections; Media; Visual communication; Data visualization; Visualization; Information technology,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1454949,2020,10.1111/cgf.14045,medical imaging; scientific visualization; visual analytics,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '883063', '883064', '276', '872900', '276', '883063', '883064', '276', '872900', '276', '883050', '883054', '276', '872900', '883852', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1315352,2020,10.1080/00219266.2019.1569082,Biology education; early years; children’s drawings; human body; internal organs,"['276', '308', '276', '1810', '276', '308', '276', '1810', '276', '296', '6850', '276', '1810']"
1459376,2020,10.1177/0886260517699950,sexual violence; visualization techniques; GIS; case-crossover design,"['276', '296', '6850', '276', '872902']"
1692216,2021,10.1201/9781003090823-4,,"['276', '296', '6850', '276', '872902']"
1454938,2021,10.1007/s10111-020-00637-w,Human-automation collaboration; Automation transparency; Levels of automation; Cognitive work analysis; Cognitive systems engineering,"['276', '296', '6850', '276', '872902', '276', '281', '11107', '276', '1750']"
1600126,2021,10.1007/s12665-021-09948-1,Geographic visualization; Information visualization; Visual data exploration; Volunteered geographic information,"['276', '297', '16250', '276', '1750', '276', '875750', '276', '296', '6850', '276', '872902', '276', '297', '16250', '276', '1750', '276', '875750', '276', '297', '16250', '276', '1750', '276', '875750']"
1665813,2021,10.3233/JID210010,Smarter systems;trustworthiness;sustainability;cyber-physical systems;self-adaptation,"['276', '296', '6850', '276', '872902']"
1640920,2021,10.1109/CW52790.2021.00015,augmented reality; optical see-through; video see-through; head mounted; survey; mixed reality,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1659044,2021,10.3390/jimaging7110227,YOLOv4; background subtraction; bird detection; sky surveillance; wind farms monitoring,"['276', '296', '6850', '276', '872902']"
1575600,2021,10.2312/envirvis.20211079,Eddy extraction;Tracking;Visual exploration;Oceanic ensemble simulation,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1626712,2021,10.1007/978-3-030-83500-2_16,,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1547695,2021,10.1145/3452853.3452855,Teamwork;Automation;Safety;Air Traffic Control,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1585594,2021,10.1109/TVCG.2021.3073466,Visualization; Uncertainty; Testing; Psychology; Bayes methods; Statistical analysis; Sociology; Statistical inference; visualization; cliff effect; confidence intervals; hypothesis testing; Bayesian inference,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1545734,2021,10.1016/j.sheji.2020.12.001,interaction desig;ideals,"['276', '296', '6850', '276', '872902']"
1542757,2021,10.1117/12.2579796,digital pathology;deep learning;meta learning;domain shift;MAML,"['276', '296', '6850', '276', '872902']"
1627077,2021,10.1109/TCI.2021.3132191,HDR; light fields; data sets; compressive sensing,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1587630,2021,10.1007/978-3-030-56215-1_3,Anisotropy;tensor field;merge tree;histogram;topology,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1529440,2021,10.3384/diss.diva-173337,Evolution;Natural selection;Visualization;Conceptual understanding;Conceptual change,"['276', '296', '6850', '276', '872902']"
1587631,2021,10.1007/s00521-021-06281-3,Density estimation; Deep learning; Data-driven; Kernel density estimation; Probability density function,"['276', '296', '6850', '276', '872902']"
1546187,2021,10.1109/TVCG.2020.3030344,Rendering (computer graphics); Transfer functions; Lighting; Training; Three-dimensional displays; Neural networks; Deep learning; Volume illumination; deep learning; direct volume rendering,"['276', '296', '6850', '276', '872902']"
1518510,2021,10.7146/se.v10i1.124202,Sonification,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1561336,2021,10.3384/diss.diva-176117,,"['276', '296', '6850', '276', '872902', '276', '3801']"
1707944,2021,,,"['276', '1810', '276', '316', '883110', '276', '1810', '276', '316', '883110', '276', '296', '6850', '276', '872902']"
1618003,2021,10.1063/5.0064512,,"['276', '296', '6850', '276', '872902']"
1583558,2021,10.1109/CSCS52396.2021.00008,Stacking;blending;ensemble learning;machine learning;visual analytics;visualization;empirical study,"['276', '296', '6850', '276', '872902']"
1557585,2021,,,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '3801', '276', '296', '6850', '276', '872902']"
1631858,2021,10.1109/DASC52595.2021.9594500,Eye-Tracking; Eye Gaze Mapping; Air Traffic Control; Vessel Traffic Service; Visual Scan Patterns; Scan Path,"['276', '296', '6850', '276', '872900', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1578368,2021,10.1039/d1qm00380a,,"['276', '282', '2229', '276', '872902', '276', '296', '6850', '276', '872902', '276', '282', '2229', '276', '872902', '276', '296', '6850', '276', '872902', '276', '282', '2229', '276', '872902']"
1505596,2021,,,"['276', '316', '883110', '276', '1810', '276', '316', '883110', '276', '1810', '276', '296', '6850', '276', '872902']"
1628943,2021,10.2352/issn.2694-118X.2021.LIM-16,,"['276', '296', '6850', '276', '872902', '276', '276', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1597230,2021,10.1145/3458744.3474048,GPGPU; Multidimensional signal processing; Compressed sensing,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1566576,2021,10.1103/PhysRevLett.126.175501,,"['276', '282', '2229', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '282', '2229', '276', '872902', '276', '282', '2229', '276', '872902']"
1642996,2021,10.1109/ICCVW54120.2021.00445,,"['276', '296', '6850', '276', '872902', '276', '3801', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '3801']"
1592379,2021,10.3389/frai.2021.704082,human-centered AI; autonomy; scenario-based design; unmanned traffic management; joint control framework; interaction design; visualization design; UTM,"['276', '296', '6850', '276', '872902', '276', '281', '11107', '276', '1750', '276', '296', '6850', '276', '872902']"
1546184,2021,10.1109/TVCG.2020.3030333,Physical & Environmental Sciences; Engineering; Mathematics; Computer Graphics Techniques,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '3801']"
1692230,2021,10.1201/9781003090823-1,,"['276', '296', '6850', '276', '872902']"
1624113,2021,,Artificial intelligence; Educational technology;Science education;Higher education;Quantitative methods,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '1810']"
1531414,2021,10.3384/diss.diva-173609,,"['276', '296', '6850', '276', '872902']"
1620077,2021,10.1109/SweDS53855.2021.9637718,social media;sentiment classification;stance classification;supervised learning;Swedish text data classification,"['276', '296', '6850', '276', '872902']"
1478702,2021,10.1109/JBHI.2020.3032060,deep learning;machine learning;domain shift;histopathology,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '3801', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '3801']"
1620351,2021,,,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '1810']"
1537211,2021,10.1109/TCI.2021.3053702,Light Field imaging; camera models; compressed sensing; regularization; inverse problems,"['276', '296', '6850', '276', '872902']"
1647778,2021,10.1007/978-3-030-61905-3_12,,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '3801', '276', '296', '6850', '276', '872902']"
1588488,2021,10.1109/BCI51272.2021.9385370,NIRS; cognitive workload; ecological setting; UAV; human-in-the-loop; simulation; automation; air traffic control; BCI,"['276', '296', '6850', '276', '872902', '276', '281', '11107', '276', '872902']"
1574952,2021,10.1186/s12874-021-01304-y,Open science; Peer review; Methodology; COVID-19,"['276', '296', '6850', '276', '872902']"
1651357,2021,10.21785/icad2021.018,Sonification;OpenSpace;Sonifiering,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1615878,2021,10.14622/Advances_47_2021,3D printing;appearance;optical properties;PLA filaments;translucency,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1620281,2021,,Visualization Tools;Educational Technology;Emotion,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '1810', '276', '296', '6850', '276', '872902']"
1558937,2021,10.1080/17453674.2021.1918389,,"['276', '296', '6850', '276', '872902', '276', '3801', '276', '296', '6850', '276', '872902', '276']"
1613884,2021,10.1007/978-3-030-87240-3_60,Computer aided diagnosis; Computational pathology; Domain adaptation; Inter-organ; Colon cancer metastasis,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '3801', '276', '296', '6850', '276', '872902', '276', '3801']"
1505270,2021,10.1007/s10278-020-00384-4,Artificial intelligence; Annotation; Case collection; Radiology; Pathology,"['276', '883063', '883064', '276', '872900', '276', '3801', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '3801', '276', '883050', '883060', '276', '872900', '879942', '276', '3801', '276', '883050', '883060', '276', '872900', '879942', '276', '3801', '276', '872900', '276', '883050', '883054', '276', '872900', '879942', '276', '3801', '872504', '276', '296', '6850', '276', '872902', '276', '883050', '883056', '276', '872900', '276', '883063', '883064', '276', '872900', '872504', '276', '3801']"
1620076,2021,10.1109/SweDS53855.2021,data science,"['276', '296', '6850', '276', '872902']"
1552581,2021,10.2312/eged.20211005,Visual Analytics;Data Mining;Computing Education,"['276', '296', '6850', '276', '872902']"
1615851,2021,10.3390/su132312960,waste perceptions; waste motivation; waste communication; waste management; household waste; Sri Lanka,"['276', '296', '6850', '276', '872902', '276', '297', '16250', '276', '1750', '276', '875750', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1692231,2021,,,"['276', '296', '6850', '276', '872902']"
1561318,2021,10.1145/3397481.3450681,explainable AI;human-AI interaction design;machine learning,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1626708,2021,10.1007/978-3-030-83500-2_18,,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1587292,2021,10.1111/cgf.14331,scalar fields;scientific visualization;topology;merge tree;contour tree;Morse theory;feature identification;tracking;similarity,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1626723,2021,10.1109/VIS49827.2021.9623300,Human-centered computing; Visualization; Visualization application domains; Scientific visualization,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '282', '2209', '276', '872902', '276', '296', '6850', '276', '872902']"
1620072,2021,10.1109/SweDS53855.2021.9638288,social network analysis;ego network;user similarity;users interactions;activity history,"['276', '296', '6850', '276', '872902']"
1552585,2021,10.2312/evp.20211067,Visual analytics;visualization;information visualization;text visualization;embedding technology,"['276', '296', '6850', '276', '872902']"
1707843,2021,,service design;prototype;simulation;desktop walkthrough;drones,"['276', '281', '11107', '276', '1750', '276', '296', '6850', '276', '872902']"
1603674,2021,10.1145/3478384.3478387,user evaluation;visualization;model of affect;sonification,"['276', '296', '6850', '276', '872902']"
1658782,2021,,,"['276', '872900', '276', '883050', '883052', '276', '281', '878151', '276', '1750', '276', '883050', '883059', '276', '872900', '276', '296', '6850', '276', '872902', '276', '872900', '276', '883050', '883052', '879901']"
1616853,2021,10.2352/j.imagingsci.technol.2021.65.6.060404,Halftoning;Structure-Aware Halftoning;Hough Transform;Image Quality Evaluation,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1597300,2021,10.1109/ISTAS50296.2020.9462175,smart city; IoT; participatory design; inclusivity; interdisciplinarity; Living Lab,"['276', '297', '303', '276', '1750', '276', '296', '6850', '276', '872902', '276', '297', '303', '276', '872902', '276', '297', '303', '276', '1750', '276', '296', '2345', '276', '872902', '276', '296', '2345', '276', '872902']"
1593897,2021,10.1109/MTS.2021.3101817,Smart cities; Sustainable development; Arithmetic,"['276', '297', '303', '276', '1750', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '297', '303', '276', '1750', '276', '296', '2345', '276', '872902', '276', '296', '2345', '276', '872902']"
1594316,2021,,biology education;simulation;visualization;evolution,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '1810']"
1553198,2021,10.5617/nordina.7930,,"['276', '316', '883110', '276', '1810', '276', '296', '6850', '276', '1810', '276', '316', '883110', '276', '1810']"
1607197,2021,,3D printing;Halftoning;Surface appearance,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1562245,2021,10.1111/his.14356,artificial intelligence; breast cancer; computational pathology; digital image analysis (DIA); digital pathology; human-in-the-loop; Ki67; machine learning,"['276', '883050', '883060', '276', '872900', '879942', '276', '883050', '883060', '276', '872900', '879942', '276', '296', '6850', '276', '872902', '276', '3801', '276', '883050', '883054', '276', '872900', '879942']"
1547486,2021,10.1016/j.jth.2020.100976,Suicidal behavior; Metro; Transit; Space-time budget; VISUAL-TimePAcTS; Logistic regression,"['276', '296', '6850', '276', '872902']"
1522876,2021,10.1111/cgf.14189,visualization,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1624103,2021,,Educational Technology;Higher Education;Learning,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '1810']"
1575592,2021,10.1016/j.cag.2021.05.015,Topological data analysis;Scalar fields;Morse–Smale complex;Voronoi diagram;Numerical methods;Visualization,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1626721,2021,10.1007/978-3-030-83500-2,Scientific Visualization;Scalar Field Topology;Vector Field Topology;Topology of Point Sets and Cell Complexes;Combinatorial Methods;Persistent Homology;Robustness;Multi-scale Representation ModelsTime-dependent Methods;Feature Extraction;Lagrangian Coherent Structures;Denoising and Simplification;Similarity and Correlation,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1626718,2021,10.1007/978-3-030-83500-2_5,,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1594967,2021,10.3384/atena.2021.3922,,"['276', '316', '883110', '276', '1810', '276', '296', '6850', '276', '1751']"
1587569,2021,10.1109/ISBI48211.2021.9434141,digital pathology;deep learning;GAN;anomaly detection,"['276', '296', '6850', '276', '3801', '276', '872902', '276', '296', '6850', '276', '872902', '276', '3801', '276', '296', '6850', '276', '872902', '276', '3801']"
1624515,2021,10.1016/j.egyr.2021.07.077,Machine vision; Blade detection; Image classification; Signal processing; Wind turbine; Smart grids,"['276', '296', '6850', '276', '872902']"
1588213,2021,10.3384/atena.2021.3921,,"['276', '296', '6850', '276', '872902']"
1565852,2021,10.1111/cgf.14300,visualization;visual analytics;interpretable machine learning;explainable machine learning;hyperparameter search;evolutionary optimization,"['276', '296', '6850', '276', '872902']"
1587286,2021,10.1111/cgf.14307,Scientific visualization;electronic charge density;electronic transition;charge transfer,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '282', '2209', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1565772,2021,10.2200/S01094ED1V01Y202104VIS012,Information Visualization;Network Visualization;Visual Analytics;Graph Drawing;Multilayer Networks,"['276', '296', '6850', '276', '872902']"
1602119,2021,10.1111/cgf.14332,,"['276', '296', '6850', '276', '872902', '276', '3801', '276', '296', '6850', '276', '872902']"
1545638,2021,10.1111/cgf.14209,scientific visualization; visualization,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1574064,2021,10.1145/3447555.3466605,Passive houses;energy systems;visualizations;diaries;thermal comfort;Vallastaden,"['276', '296', '6850', '276', '872902', '276', '297', '301', '276', '1750']"
1593859,2021,10.1109/TVCG.2020.2993992,Image color analysis; Visualization; Data visualization; Surface morphology; Shape; Rendering (computer graphics); Biomedical imaging; Depth perception; void space surface; chromadepth,"['276', '296', '6850', '276', '872902']"
1516372,2021,10.1007/s10956-020-09893-x,DeepTree;Evolutionary time scales;Interactive visualization;Conceptual understanding;Zooming;Interactive touch table,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '1810']"
1646390,2022,10.2352/j.imagingsci.technol.2022.66.1.010506,,"['276', '296', '6850', '276', '872902']"
1688311,2022,10.1007/s10708-019-10036-y,10-Year trajectories; Psychosis; Interventions; Time-geography; Visualization; Sex,"['276', '297', '301', '276', '1750', '276', '296', '6850', '276', '872902']"
1687897,2022,10.1016/j.ssci.2022.105825,Incident investigation; Recommendations; Investigative practice; Work-as-done; Blunt end; Safety management,"['276', '296', '6850', '276', '872902']"
1745589,2022,10.1371/journal.pbio.3001731,,"['276', '296', '6850', '276', '872902']"
1716633,2022,10.1145/3533427,Rendering; reflectance and shading models; machine learning; dictionary learning; non-parametric BRDF model; BRDF interpolation,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1692045,2022,10.15748/jasse.9.206,Visual analytics; time-series log data; dimensionality reduction; high performance computing,"['276', '296', '6850', '276', '872902']"
1714694,2022,10.3390/cli10110174,visual analytics; machine learning; text classification; NLP; social media; extreme weather events; flooding,"['276', '297', '16250', '276', '1750', '276', '875750', '276', '297', '16250', '276', '1750', '276', '875750', '276', '296', '6850', '276', '872902']"
1629409,2022,10.3389/frvir.2021.743445,asymmetric user roles;computer-supported cooperative work;heterogeneous display and interaction technologies;immersive analytics;empirical evaluation;spatio-temporal data exploration;synchronous remote collaboration;virtual reality,"['276', '296', '6850', '276', '872902']"
1658622,2022,10.5281/zenodo.6555839,Sonification;Visualization;Audiovisual display;Oceanographic data,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1731183,2022,10.3390/su142417032,sustainable urban planning; construction logistics; visualization prototype; collaborative planning; action research,"['276', '296', '2345', '276', '872902', '276', '296', '6850', '276', '872902']"
1720997,2022,10.1109/BELIV57783.2022.00008,Evaluation;User Study;Visual Text Analytics;Text Visualization;Visual Analytics;Information Visualization;Natural Language Processing;Computational Linguistics;Text Mining,"['276', '296', '6850', '276', '872902']"
1706599,2022,,RGB printing;BRDF;spectroscopy;special effect inks,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '282', '2232', '276', '872902']"
1524262,2022,10.1080/11038128.2020.1869824,Exploratory sequential design; occupational therapy; smartphone application; time-geography; usability,"['276', '296', '6850', '276', '872902', '276', '297', '301', '276', '1750']"
1718234,2022,10.1080/00219266.2022.2147205,Interactive visualisation; DeepTree; evolution education; affective responses; conceptual themes; educational technology,"['276', '296', '6850', '276', '872902', '276', '316', '276', '1750', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1659292,2022,10.1109/TVCG.2020.3032761,Introductory and survey; computer-supported cooperative work; virtual and augmented reality; immersive analytics,"['276', '296', '6850', '276', '872902']"
1676041,2022,10.1145/3528233.3530729,High dynamic range;inverse problems;image quality metrics,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1682091,2022,10.1007/978-3-030-85288-7_13,,"['276', '316', '883110', '276', '1810', '276', '296', '6850', '276', '872902']"
1641283,2022,10.1186/s41239-021-00317-3,Learning;Cognitive Load;Educational Technology;Higher Education,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '1810']"
1758370,2022,10.1684/ito.2022.0324,,"['276', '296', '6850', '276', '872902']"
1750269,2022,10.1109/VIS4Good57762.2022.00007,Children; Data literacy; Data physicalization; Activity-based; Child; Data literacy; Data physicalization; Elementary schools; Lego bricks; Literature reviews; School teachers; Space missions; Teachers',"['276', '276', '296', '6850', '276', '872902']"
