PID,Name,Title,PublicationType,ContentType,Language,Journal,JournalISSN,JournalEISSN,Status,Volume,Issue,HostPublication,StartPage,EndPage,Year,Edition,Pages,City,Publisher,Series,SeriesISSN,SeriesEISSN,ISBN,Urls,ISRN,DOI,ISI,PMID,ScopusId,NBN,LocalId,ArchiveNumber,Keywords,Categories,ResearchSubjects,Projects,Notes,Abstract,Opponents,Supervisors,Examiners,Patent,ThesisLevel,Credits,Programme,Subject,Uppsok,DefencePlace,DefenceLanguage,DefenceDate,CreatedDate,PublicationDate,LastUpdated,FullTextLink,Funder,NumberOfAuthors,ExternalCooperation,FridaLevel,PartOfThesis,PublicationSubtype,Conference,Term,ArticleId,Reviewed,FreeFulltext,SustainableDevelopment,Contributor
"250233","Nordgaard, Anders [andno60] (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Linköpings universitet [276], Matematiska institutionen [307], Statistik [2330]);Libiseller, Claudia [clali39] (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Linköpings universitet [276], Matematiska institutionen [307], Statistik [2330])","Variance reduction for trend analysis","Konferensbidrag","Övrigt vetenskapligt","eng","","","","","","","NORDSTAT 2002, Stockholm, Sweden","","","2002","","","","","","","","","","","","","","","urn:nbn:se:liu:diva-29419","14763","","","Matematik (101)","","","","<p>The concentrations of nutrients and other substances in a water body can be strongly influenced by random fluctuations in the mixing of waters of different origin. Hence, the water quality at given site can exhibit a large temporal variation that makes it difficult to extract anthropogenic signals from collected data. In this paper, we examine how the human impact on nutrient concentrations in such water bodies can be clarified by replacing conventional time series or geostatistical approaches by trend detection techniques in which we analyse the variation in nutrient concentrations with salinity and time. The general principles for the trend detection are illustrated with data from the Baltic Sea. The statistical significance of temporal changes in nutrient concentrations can be assessed by using parametric and nonparametric trend tests. In the recent past a nonparametric trend test with correction for covariates was proposed (Libiseller and Grimvall, 2002). This test, however, can best be applied if trends are monotone in time, which is not necessarily fulfilled for the original data. We therefore suggest that an overall trend test is computed as the weighted sum of trend test statistics computed for different salinity levels. By this means we receive a rather homogeneous time series in each subset, which considerably improves the power of the trend test. In the parametric approach we suggest a regression model, with Total Phosphorus concentration as the dependent variable and time (months) as the explaining variable. The residuals from this model output are most likely non-independent and non-normally distributed, and we will therefore apply bootstrap assessment of the estimated parameters.</p>","","","","","","","","","","","","","2009-10-09","2009-10-09","2010-09-28","","","2","","deprecated","","publishedPaper","","","","false","","",""
"353576","Libiseller, Claudia [clali39] (Linköpings universitet [276], Matematiska institutionen [307], Statistik [2330]) (Linköpings universitet [276], Filosofiska fakulteten [1750]);Nordgaard, Anders [andno60] (Linköpings universitet [276], Matematiska institutionen [307], Statistik [2330]) (Linköpings universitet [276], Filosofiska fakulteten [1750])","Variance Reduction for Trend Analysis of Hydrochemical Data in Brackish Waters","Konferensbidrag","Refereegranskat","eng","","","","","","","Environmental Communication in the Information Society : Proceedings of the 16th Conference “Informatics for Environmental Protection” Sept. 25-27, 2002, Vienna, Austria","","","2002","","","Vienna","ISEP","","","","3-9500036-8-1","","","","","","","urn:nbn:se:liu:diva-59852","","","","Sannolikhetsteori och statistik (10106)","","","","","","","","","","","","","","","","","2010-09-28","2010-09-28","2010-10-25","","","2","","deprecated","","publishedPaper","16th International Conference ""Informatics for Environmental Protection"", September 25-27, 2002, Vienna University of Technology","","","false","","",""
"242428","Isaksson, Annica [annis07] (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Linköpings universitet [276], Matematiska institutionen [307], Statistik [2330]);Forsman, Gösta [gosfo02] (Linköpings universitet [276], Matematiska institutionen [307], Statistik [2330])","A Comparison Between Using the Web and Using the Telephone to Survey Political Opinions","Konferensbidrag","Övrigt vetenskapligt","eng","","","","","","","AAPOR,2003","100","106","2003","","","Alexandra","American Statistical Association","","","","","","","","","","","urn:nbn:se:liu:diva-22115","1216","","web surveys;propensity score adjustment;political opinion poll","Matematik (101)","","","CD-ROM","","","","","","","","","","","","","","2009-10-07","2009-10-07","","","","2","","deprecated","","publishedPaper","","","","false","","",""
"243261","Hussian, Mohamed [mohhu72] (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Linköpings universitet [276], Matematiska institutionen [307], Statistik [2330]);Grimvall, Anders [andgr70] (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Linköpings universitet [276], Matematiska institutionen [307], Statistik [2330])","A generic procedure for simultaneous estimation of monotone trends and seasonal patterns in time series of environmental data","Konferensbidrag","Övrigt vetenskapligt","eng","","","","","","","EnviroInfo 2003,2003","629","634","2003","","","","","","","","","","","","","","","urn:nbn:se:liu:diva-22948","2317","","","Matematik (101)","","","The Information Society and Enlargement of the European Union. A. Gnauck, R. Heinrich Eds., Vol. 2, p. 629-634","","","","","","","","","","","","","","2009-10-07","2009-10-07","","","","2","","deprecated","","publishedPaper","","","","false","","",""
"243262","Hussian, Mohamed [mohhu72] (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Linköpings universitet [276], Matematiska institutionen [307], Statistik [2330]);Grimvall, Anders [andgr70] (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Linköpings universitet [276], Matematiska institutionen [307], Statistik [2330])","A generic procedure for simultaneous estimation of monotone trends and seasonal patterns in time series of environmental data","Konferensbidrag","Övrigt vetenskapligt","eng","","","","","","","SPRUCE VI,2003","","","2003","","","","","","","","","","","","","","","urn:nbn:se:liu:diva-22949","2318","","","Matematik (101)","","","","","","","","","","","","","","","","","2009-10-07","2009-10-07","","","","2","","deprecated","","publishedPaper","","","","false","","",""
"243263","Isaksson, Annica [annis07] (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Linköpings universitet [276], Matematiska institutionen [307], Statistik [2330])","Allocation Issues in a Survey of Vehicle Speeds","Konferensbidrag","Övrigt vetenskapligt","eng","","","","","","","Methodology and Statistics,2003","","","2003","","","","","","","","","http://vlado.fmf.uni-lj.si/trubar/preddvor/2003/","","","","","","urn:nbn:se:liu:diva-22950","2319","","","Matematik (101)","","","","","","","","","","","","","","","","","2009-10-07","2009-10-07","","","","1","","deprecated","","publishedPaper","","","","false","","",""
"243278","Varedian, Maria [marva35] (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Linköpings universitet [276], Matematiska institutionen [307], Statistik [2330])","Comparing propensity score weighting with other weighting methods","Konferensbidrag","Övrigt vetenskapligt","eng","","","","","","","Statistikersamfundets sommarskola: Nonsampling Errors,2003","","","2003","","","","","","","","","http://www.statistikersamfundet.se/summerschool.htm","","","","","","urn:nbn:se:liu:diva-22965","2335","","","Matematik (101)","","","","","","","","","","","","","","","","","2009-10-07","2009-10-07","","","","1","","deprecated","","publishedPaper","","","","false","","",""
"243279","Varedian, Maria [marva35] (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Linköpings universitet [276], Matematiska institutionen [307], Statistik [2330])","Comparing propensity score weighting with other Weighting Methods :  A Case Study","Konferensbidrag","Övrigt vetenskapligt","eng","","","","","","","Workshop on survey sampling theory and methodology,2003","","","2003","","","","","","","","","http://www.std.lt/palangasampling/","","","","","","urn:nbn:se:liu:diva-22966","2337","","","Matematik (101)","","","","","","","","","","","","","","","","","2009-10-07","2009-10-07","","","","1","","deprecated","","publishedPaper","","","","false","","",""
"243068","Libiseller, Claudia [clali39] (Linköpings universitet [276], Matematiska institutionen [307], Statistik [2330]) (Linköpings universitet [276], Hälsouniversitetet [1800])","Considering meteorological variation in assessments of environmental quality trends","Doktorsavhandling, sammanläggning","Övrigt vetenskapligt","eng","","","","","","","","","","2003","","41","Linköping","Linköpings universitet","Linköping Studies in Statistics ; 3","1651-1700","1651-1700","91-7373-615-5","","","","","","","urn:nbn:se:liu:diva-22755","2073","","","Matematik (101)","","","","<p>Time series of environmental data are collected to monitor the effectiveness of new emission reduction policies or to determine the general state of the environment. However, small gradual changes in such variables can easily be concealed by large fluctuations caused by prevailing weather conditions. Hence, there is a real need for procedures that facilitate separation of such natural variation from anthropogenic effects.</p><p>Taking meteorological or hydrological variables into consideration in a trend analysis can be done in several ways. The technique chosen to accomplish this objective depends on characteristics of the data set, for example the length of the time series and sampling frequencies, and the kind of relationships that exist between the response variable and the covariates. Two different approaches were examined in the studies underlying this thesis: multivariate non-parametric tests and parametric normalisation procedures. The non-parametric trend test proposed here was newly desinged, thus it was also necessary to conduct simulation studies to examine the performance of this method. By comparison, normalisation techniques have been used over the past few decades mainly to adjust for the impact of meteorological effects on air quality data. The choice of explanatory variables for such procedures was studied: first by examining variable selection procedures based on cross-validation, paying special attention to serially correlated response data; and secondly by considering variables derived from complex physics-based models as alternatives to measured variables. A number of other aspects that might influence the ability to detect trends were also explored, including level shifts due to instrument malfunctions.</p>","","","","","","","","","","Sal Key 1, Keyhuset, Linköpings universitet, Linköping","swe","2003-04-25T10:15","2009-10-07","2009-10-07","2012-12-14","","","1","","deprecated","","","","","","false","","",""
"243273","Löfving, Erik [erilo84] (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Linköpings universitet [276], Matematiska institutionen [307], Statistik [2330])","Data Cube models for physical flow data","Konferensbidrag","Övrigt vetenskapligt","eng","","","","","","","2003 International Society for Industrial Ecology, Second International Conference,2003","","","2003","","","","","","","","","","","","","","","urn:nbn:se:liu:diva-22960","2330","","","Matematik (101)","","","","","","","","","","","","","","","","","2009-10-07","2009-10-07","","","","1","","deprecated","","publishedPaper","","","","false","","",""
"243071","Löfving, Erik [erilo84] (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Linköpings universitet [276], Matematiska institutionen [307], Statistik [2330]);Grimvall, Anders [andgr70] (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Linköpings universitet [276], Matematiska institutionen [307], Statistik [2330])","Data cubes and formulae for convenient handling of physical flow data","Rapport","Övrigt vetenskapligt","eng","","","","","","","","","","2003","","","Linköping","Linköpings universitet","LiU-MAT-R ; 3","","","","","","","","","","urn:nbn:se:liu:diva-22758","2077","","","Matematik (101)","","","","","","","","","","","","","","","","","2009-10-07","2009-10-07","","","","2","","deprecated","","","","","","false","","",""
"243272","Löfving, Erik [erilo84] (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Linköpings universitet [276], Matematiska institutionen [307], Statistik [2330])","Data models for physical flows","Konferensbidrag","Övrigt vetenskapligt","eng","","","","","","","ENVIROINFO COTTBUS 2003, 17th International Conference Informatics for Environmental Protection,2003","","","2003","","","","","","","","","","","","","","","urn:nbn:se:liu:diva-22959","2329","","","Matematik (101)","","","","","","","","","","","","","","","","","2009-10-07","2009-10-07","","","","1","","deprecated","","publishedPaper","","","","false","","",""
"243265","Isaksson, Annica [annis07] (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Linköpings universitet [276], Matematiska institutionen [307], Statistik [2330])","Development of a Total Error Model for a Vehicle Speed Survey","Konferensbidrag","Övrigt vetenskapligt","eng","","","","","","","The Swedish Statistical Associationss Summer School 2003 on Nonsampling Errors,2003","","","2003","","","","","","","","","http://www.statistikersamfundet.se/summerschool.htm","","","","","","urn:nbn:se:liu:diva-22952","2321","","","Matematik (101)","","","","","","","","","","","","","","","","","2009-10-07","2009-10-07","","","","1","","deprecated","","publishedPaper","","","","false","","",""
"243254","Grimvall, Anders [andgr70] (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Linköpings universitet [276], Matematiska institutionen [307], Statistik [2330])","Environmental objectives, interim targets, and assessment of goal achievement.","Konferensbidrag","Övrigt vetenskapligt","eng","","","","","","","SPRUCE VI,2003","","","2003","","","","","","","","","","","","","","","urn:nbn:se:liu:diva-22941","2309","","","Matematik (101)","","","","","","","","","","","","","","","","","2009-10-07","2009-10-07","","","","1","","deprecated","","publishedPaper","","","","false","","",""
"243256","Grimvall, Anders [andgr70] (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Linköpings universitet [276], Matematiska institutionen [307], Statistik [2330])","Estimation of human impact in the presence of natural fluctuations","Konferensbidrag","Övrigt vetenskapligt","eng","","","","","","","ICES Working group on statistical aspects of environmental monitoring,2003","","","2003","","","","","","","","","","","","","","","urn:nbn:se:liu:diva-22943","2311","","","Matematik (101)","","","","","","","","","","","","","","","","","2009-10-07","2009-10-07","","","","1","","deprecated","","publishedPaper","","","","false","","",""
"243069","Hussian, Mohamed [mohhu72] (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Linköpings universitet [276], Matematiska institutionen [307], Statistik [2330]);Grimvall, Anders [andgr70] (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Linköpings universitet [276], Matematiska institutionen [307], Statistik [2330]);Petersen, W.","Estimation of the human impact on nutrient loads carried by the Elbe River","Rapport","Övrigt vetenskapligt","eng","","","","","","","","","","2003","","","Linköping","Linköpings universitet","LiU-MAT-R ; 1","","","","","","","","","","urn:nbn:se:liu:diva-22756","2075","","","Matematik (101)","","","","","","","","","","","","","","","","","2009-10-07","2009-10-07","","","","3","","deprecated","","","","","","false","","",""
"242943","Forsman, Åsa [asafo74] (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Linköpings universitet [276], Matematiska institutionen [307], Statistik [2330]);Andersson, C.;Grimvall, Anders [andgr70] (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Linköpings universitet [276], Matematiska institutionen [307], Statistik [2330]);Hoffman, M.","Estimation of the impact of short-term fluctuations in inputs on temporally aggregated outputs of process-oriented models","Artikel i tidskrift","Refereegranskat","eng","Journal of Hydroinformatics","1464-7141","1465-1734","published","5","","","169","180","2003","","","","","","","","","","","","","","","urn:nbn:se:liu:diva-22630","1913","","","Matematik (101)","","","","","","","","","","","","","","","","","2009-10-07","2009-10-07","2017-12-13","","","4","","deprecated","","","","","","false","","",""
"243260","Grimvall, Anders [andgr70] (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Linköpings universitet [276], Matematiska institutionen [307], Statistik [2330]);Löfving, Erik [erilo84] (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Linköpings universitet [276], Matematiska institutionen [307], Statistik [2330])","Formulation of goals and assessment of goal achievement for the cycling of carbon","Konferensbidrag","Övrigt vetenskapligt","eng","","","","","","","ISIE International Society of Industrial Ecology 2003,2003","","","2003","","","","","","","","","","","","","","","urn:nbn:se:liu:diva-22947","2316","","","Matematik (101)","","","","","","","","","","","","","","","","","2009-10-07","2009-10-07","","","","2","","deprecated","","publishedPaper","","","","false","","",""
"242946","Forsman, Åsa [asafo74] (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Linköpings universitet [276], Matematiska institutionen [307], Statistik [2330]);Grimvall, Anders [andgr70] (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Linköpings universitet [276], Matematiska institutionen [307], Statistik [2330]);Scholtes, J.;Wittgren, H. B.","Generic structures of decision support systems for evaluation of policy measures to reduce catchment-scale nitrogen fluxes","Artikel i tidskrift","Refereegranskat","eng","Physics and Chemistry of the Earth","1474-7065","1873-5193","published","28","14-15","","589","598","2003","","","","","","","","","","","10.1016/S1474-7065(03)00105-0","","","","urn:nbn:se:liu:diva-22633","1916","","","Matematik (101)","","","","<p>Decision support systems (DSSs) for evaluation of different policy measures have two important functions: To assess how considered policy measures may influence the behavior of actors, and to predict the effects of a given set of actions generated from the anticipated behavior. So far, almost all attempts to construct DSSs for environmental management have focused on assessing the impact of a set of actions on the environment. Here, we describe the generic structure of a DSS that enables more complete evaluation of regional or national policies to reduce nitrogen inputs to water. In particular, we expound the principles for linking models of farm economic behavior to catchment-scale models of the transport and transformation of nitrogen in soil and water. First, we define system boundaries for nitrogen fluxes through the agricultural sector and the ambient environment to create a basis for model integration. Thereafter, we show how different modules operating on different temporal and spatial scales can be interlinked. Finally, we demonstrate how statistical emulators or meta-models can be derived to reduce the computational burden and increase the transparency of the DSS. In particular, we show when and how the temporal or spatial resolution of model inputs can be reduced without significantly influencing the estimates of annual nitrogen fluxes on a catchment scale.</p>","","","","","","","","","","","","","2009-10-07","2009-10-07","2017-12-13","","","4","","deprecated","","","","","","false","","",""
"243276","Nordgaard, Anders [andno60] (Linköpings universitet [276], Filosofiska fakulteten [1750]) (Linköpings universitet [276], Matematiska institutionen [307], Statistik [2330])","Impact of sampling frequencies on the power of nonparametric tests for water quality trends","Konferensbidrag","Refereegranskat","eng","","","","","","","The Information Society and Enlargement of the European Union : 17th International Conference, Informatics for Environmental Protection, Cottbus 2003","","","2003","","","Marburg","Metropolis Verlag","","","","ISBN 3-89518-440-3","","","","","","","urn:nbn:se:liu:diva-22963","2333","","","Matematik (101);Sannolikhetsteori och statistik (10106)","","","","","","","","","","","","","","","","","2009-10-07","2009-10-07","2010-09-28","","","1","","deprecated","","publishedPaper","17th International Conference, Informatics for Environmental Protection, Cottbus, Germany","","","false","","",""
